"brand","model","model_year","milage","fuel_type","engine","transmission","ext_col","int_col","accident","clean_title","price"
"BMW","528 i","2016","82,000 mi.","Gasoline","240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","8-Speed A/T","Silver","Black","At least 1 accident or damage reported","Yes",16995
"Kia","Rio S","2021","67,686 mi.","Gasoline","120.0HP 1.6L 4 Cylinder Engine Gasoline Fuel","A/T","Silver","Black","None reported","Yes",15700
"Tesla","Model S 85","2014","96,800 mi.","Other","362.0HP Electric Motor Electric Fuel System","A/T","Blue","Black","None reported","Yes",28450
"Jeep","Wrangler Sport","1997","131,000 mi.","Gasoline","181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel","5-Speed M/T","Green","Gray","At least 1 accident or damage reported","Yes",5500
"Tesla","Model 3 Standard Range","2020","23,097 mi.","Other","271.0HP Electric Motor Electric Fuel System","A/T","Black","Black","None reported","Yes",29900
"Ferrari","GTC4Lusso T","2018","31,000 mi.","Gasoline","602.0HP 3.9L 8 Cylinder Engine Gasoline Fuel","A/T","White","Red","None reported","Yes",197499
"BMW","X5 M50i","2021","28,898 mi.","Gasoline","523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel","A/T","Black","Orange","None reported","Yes",71000
"Mazda","MX-5 Miata RF Club","2022","7,250 mi.","Gasoline","181.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","6-Speed M/T","Gray","Black","None reported","Yes",35619
"Ford","F-250 XLT","2014","59,459 mi.","Diesel","400.0HP 6.7L 8 Cylinder Engine Diesel Fuel","6-Speed A/T","Black","Silver","At least 1 accident or damage reported","Yes",40999
"Jeep","Wrangler Sahara","2012","78,000 mi.","Gasoline","285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","5-Speed A/T","Beige","Black","At least 1 accident or damage reported","Yes",22000
"RAM","1500 Laramie","2021","24,213 mi.","Gasoline","395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Black","None reported","Yes",46500
"RAM","1500 Laramie","2020","21,165 mi.","Gasoline","5.7L V8 16V MPFI OHV","8-Speed Automatic","Bright White Clearcoat","Black","None reported","No",46105
"GMC","Yukon Denali","2016","107,750 mi.","Gasoline","420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Black","None reported","Yes",35500
"Ford","F-150 Lariat","2016","117,000 mi.","Gasoline","365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","A/T","White","Black","None reported","Yes",26500
"Chevrolet","Corvette Base","2006","39,132 mi.","Gasoline","400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Red","Beige","None reported","Yes",35000
"BMW","Z4 2.5i","2004","94,500 mi.","Gasoline","184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel","5-Speed M/T","Gray","Black","None reported","Yes",9000
"Subaru","Crosstrek 2.0i Premium","2017","50,011 mi.","Gasoline","148.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","A/T","Red","Beige","At least 1 accident or damage reported","Yes",21495
"Lexus","GX 470 Base","2004","215,000 mi.","Gasoline","235.0HP 4.7L 8 Cylinder Engine Gasoline Fuel","5-Speed A/T","White","Beige","At least 1 accident or damage reported","Yes",7350
"RAM","1500 Laramie","2022","16,616 mi.","Gasoline","5.7L V8 16V MPFI OHV","8-Speed Automatic","Diamond Black","Black","None reported","No",45999
"Ford","F-150 XLT","2022","33,818 mi.","Gasoline","5.0L V8 32V PDI DOHC","Automatic","Agate Black Metallic","Black","None reported","Yes",46552
"Jeep","Wagoneer Series III","2022","9,099 mi.","Gasoline","5.7L V8 16V MPFI OHV","8-Speed Automatic","Velvet Red Pearlcoat","Global Black","None reported","Yes",68362
"Volkswagen","GTI Base","2008","95,798 mi.","Gasoline","200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","6-Speed M/T","White","Black","None reported","Yes",9850
"Mercedes-Benz","AMG GLE AMG GLE 63 S-Model 4MATIC","2016","35,943 mi.","Gasoline","577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel","7-Speed A/T","Black","White","None reported","Yes",51700
"Mazda","Mazda6 iSport VE","2008","106,000 mi.","Gasoline","156.0HP 2.3L 4 Cylinder Engine Gasoline Fuel","5-Speed A/T","Black","Beige","None reported","Yes",4300
"Kia","Telluride EX X-Line","2023","10,400 mi.","Gasoline","291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Green","Green","None reported","Yes",48000
"Chevrolet","Tahoe LT","2022","2,894 mi.","Gasoline","355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel","10-Speed A/T","Blue","Beige","None reported","Yes",63900
"Dodge","Durango GT","2022","15,592 mi.","Gasoline","3.6L V6 24V MPFI DOHC","8-Speed Automatic","DB Black Clearcoat","Black","None reported","Yes",39985
"Mercedes-Benz","AMG C 63 Base","2020","33,548 mi.","Gasoline","469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel","9-Speed A/T","Silver","Black","None reported","Yes",57999
"BMW","320 i xDrive","2016","185,000 mi.","Gasoline","180.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Beige","At least 1 accident or damage reported","Yes",7500
"Porsche","Macan GTS","2023","6,483 mi.","Gasoline","2.9L V6 24V GDI DOHC Twin Turbo","7-Speed Automatic with Auto-Shift","Chalk","Black","None reported","No",96900
"Honda","Pilot EX-L","2020","28,886 mi.","Gasoline","3.5L V6 24V GDI SOHC","6-Speed Automatic","Gray","Gray","None reported","No",35645
"Mercedes-Benz","GLE 350 Base","2020","26,293 mi.","Gasoline","2.0 Liter Turbo","Automatic","designo Diamond White Bright","Macchiato/Magmagrey","None reported","No",49998
"Chevrolet","Camaro 2SS","2017","62,000 mi.","Gasoline","455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Blue","Black","None reported","Yes",34500
"Jaguar","XF 35t Prestige","2017","101,453 mi.","Gasoline","340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","A/T","White","Beige","At least 1 accident or damage reported","Yes",18500
"RAM","3500 Laramie","2013","106,385 mi.","Diesel","385.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel","6-Speed A/T","White","Black","At least 1 accident or damage reported","Yes",42900
"BMW","335 is","2012","86,629 mi.","Gasoline","320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","7-Speed A/T","White","Red","None reported","Yes",20995
"Audi","S6 4.0T Premium Plus","2018","61,258 mi.","Gasoline","450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel","7-Speed A/T","White","Black","None reported","Yes",49999
"Chrysler","300 S","2014","121,500 mi.","Gasoline","363.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","5-Speed A/T","Blue","Black","None reported","Yes",15999
"GMC","Sierra 1500 AT4","2022","100 mi.","Diesel","277.0HP 3.0L Straight 6 Cylinder Engine Diesel Fuel","10-Speed A/T","White","Black","None reported","Yes",62499
"Chrysler","200 C","2015","170,000 mi.","E85 Flex Fuel","295.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability","9-Speed A/T","Silver","Black","At least 1 accident or damage reported","Yes",5995
"Ford","F-150 XLT SuperCab","2010","232,000 mi.","Gasoline","292.0HP 4.6L 8 Cylinder Engine Gasoline Fuel","A/T","Blue","Gray","None reported","Yes",3000
"MINI","Cooper S Base","2006","95,000 mi.","Gasoline","168.0HP 1.6L 4 Cylinder Engine Gasoline Fuel","6-Speed M/T","Gray","–","None reported","Yes",12500
"Toyota","Venza XLE","2013","103,466 mi.","Gasoline","268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","A/T","White","Gray","At least 1 accident or damage reported","Yes",14200
"Toyota","Camry Hybrid Base","2011","133,121 mi.","Hybrid","147.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid","A/T","White","White","At least 1 accident or damage reported","Yes",7900
"Chevrolet","Tahoe LT","2012","162,731 mi.","E85 Flex Fuel","320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability","A/T","Brown","Gray","None reported","Yes",14500
"Mercedes-Benz","CLS-Class CLS 63 AMG S-Model 4MATIC","2014","64,500 mi.","Gasoline","577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel","7-Speed A/T","Silver","Black","None reported","No",37500
"Ford","Shelby GT500 Base","2021","568 mi.","Gasoline","760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel","7-Speed A/T","Orange","Black","None reported","Yes",90788
"Lexus","RX 300 4WD","1999","249,083 mi.","Gasoline","220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","A/T","Red","Beige","At least 1 accident or damage reported","Yes",3500
"Porsche","Macan S","2015","80,300 mi.","Gasoline","340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","7-Speed A/T","Gray","Beige","None reported","Yes",23999
"Ford","F-150 XLT SuperCab","2004","187,000 mi.","Gasoline","300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel","A/T","Beige","Beige","None reported","Yes",6299
"Subaru","Outback 2.5 i Special Edition","2009","181,870 mi.","Gasoline","169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",6500
"GMC","Sierra 2500 AT4","2022","22,600 mi.","Diesel","6.6L V8 32V DDI OHV Turbo Diesel","Automatic","Ebony Twilight Metallic","Jet Black","None reported","No",76740
"BMW","X5 xDrive40i","2020","37,000 mi.","Gasoline","335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Black","At least 1 accident or damage reported","Yes",50000
"Porsche","Taycan Base","2022","9,728 mi.","Other","375.0HP Electric Motor Electric Fuel System","A/T","White","Beige","None reported","Yes",89000
"Lexus","GX 470 Base","2006","152,000 mi.","Gasoline","263.0HP 4.7L 8 Cylinder Engine Gasoline Fuel","A/T","Blue","Gray","At least 1 accident or damage reported","Yes",13995
"Ford","F-150 Heritage XL SuperCab Flareside","2004","60,260 mi.","Gasoline","380.0HP 5.4L 8 Cylinder Engine Gasoline Fuel","4-Speed A/T","Blue","Gray","At least 1 accident or damage reported","Yes",30500
"Mazda","MazdaSpeed Miata MX-5 Base","2004","33,362 mi.","Gasoline","178.0HP 1.8L 4 Cylinder Engine Gasoline Fuel","6-Speed M/T","Silver","Black","At least 1 accident or damage reported","Yes",17599
"GMC","Acadia Denali","2021","47,907 mi.","Gasoline","3.6L V6 24V GDI DOHC","9-Speed Automatic","Ebony Twilight Metallic","Jet Black","None reported","Yes",38436
"Mercedes-Benz","Metris Base","2016","17,340 mi.","Gasoline","208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","A/T","White","Black","None reported","Yes",29000
"Cadillac","DeVille Base","1994","85,000 mi.","–","–","A/T","White","Blue","None reported","Yes",7900
"Ford","Expedition EL XLT","2011","195,500 mi.","E85 Flex Fuel","310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability","6-Speed A/T","White","Beige","None reported","Yes",8999
"Chevrolet","Monte Carlo SS","2000","74,000 mi.","Gasoline","200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel","4-Speed A/T","Red","–","None reported","Yes",4700
"RAM","1500 Big Horn","2015","140,500 mi.","Gasoline","395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Red","Gray","At least 1 accident or damage reported","Yes",14000
"Jeep","Commander Base","2006","212,500 mi.","Gasoline","210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel","A/T","Black","Gray","None reported","Yes",6500
"Lexus","IS-F Base","2010","77,400 mi.","Gasoline","416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Red","At least 1 accident or damage reported","Yes",34500
"Ford","Utility Police Interceptor Base","2017","118,000 mi.","Gasoline","365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","6-Speed A/T","Black","Black","None reported","Yes",15000
"Porsche","Carrera GT Base","2005","4,400 mi.","Gasoline","605.0HP 5.7L 10 Cylinder Engine Gasoline Fuel","6-Speed M/T","Gray","Black","None reported","Yes",1599000
"Cadillac","Escalade ESV Luxury","2016","146,200 mi.","Gasoline","420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Beige","None reported","Yes",24500
"Tesla","Model Y Performance","2020","39,000 mi.","Other","455.0HP Electric Motor Electric Fuel System","1-Speed A/T","Silver","Black","None reported","Yes",43000
"Chevrolet","Avalanche 1500 LS","2005","130,000 mi.","E85 Flex Fuel","295.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability","A/T","Red","Gray","None reported","Yes",7200
"Ford","F-150 Lariat","2021","33,080 mi.","Gasoline","325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel","10-Speed A/T","White","Black","None reported","Yes",47850
"Mercedes-Benz","GLB 250 Base 4MATIC","2023","1,219 mi.","Gasoline","2.0L I4 16V GDI DOHC Turbo","Automatic","Midnight Black","Classic Red","None reported","No",46479
"Jeep","Wrangler Sport","2016","41,000 mi.","Gasoline","285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","5-Speed A/T","White","Black","None reported","Yes",25000
"Nissan","350Z Touring","2004","110,897 mi.","Gasoline","287.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","6-Speed M/T","Black","Orange","At least 1 accident or damage reported","Yes",11500
"Chevrolet","Corvette Z06","2016","49,000 mi.","Gasoline","650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","7-Speed M/T","Orange","–","None reported","Yes",75000
"Pontiac","Solstice GXP","2007","47,000 mi.","Gasoline","260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","5-Speed M/T","Black","Black","None reported","Yes",13300
"Hyundai","Sonata SE","2018","57,690 mi.","Gasoline","185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel","A/T","Gray","Gray","At least 1 accident or damage reported","Yes",15900
"Mercedes-Benz","SLS AMG Base","2012","17,941 mi.","Gasoline","6.2L V8 32V MPFI DOHC","7-Speed Automatic with Auto-Shift","Iridium Silver Metallic","Red","None reported","Yes",226000
"Lincoln","Navigator Reserve","2018","54,000 mi.","Gasoline","450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","10-Speed A/T","Brown","Orange","At least 1 accident or damage reported","Yes",46500
"Nissan","Maxima SL","2007","101,600 mi.","Gasoline","255.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","A/T","Silver","Black","None reported","Yes",6700
"Ford","Ranger XLT","2021","89,000 mi.","Gasoline","270.0HP 2.3L 4 Cylinder Engine Gasoline Fuel","10-Speed A/T","Black","Black","None reported","Yes",34000
"Tesla","Model 3 Long Range","2021","18,000 mi.","Other","Electric Motor Electric Fuel System","A/T","Black","Black","None reported","Yes",42500
"Jaguar","XE 35t Premium","2017","55,000 mi.","Gasoline","340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","A/T","Gray","Black","None reported","Yes",25000
"Lincoln","MKZ Reserve","2017","71,964 mi.","Gasoline","240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","6-Speed A/T","Blue","Black","None reported","Yes",18750
"Cadillac","Escalade ESV Platinum","2020","92,000 mi.","Gasoline","420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",50000
"Ford","Fusion SE","2012","160,000 mi.","E85 Flex Fuel","240.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability","A/T","Gray","Black","None reported","Yes",4500
"Mercedes-Benz","E-Class E 350","2012","95,816 mi.","Gasoline","302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","7-Speed A/T","White","Beige","None reported","Yes",12000
"Jeep","Wrangler Unlimited Sport","2014","132,600 mi.","Gasoline","285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","5-Speed A/T","White","–","At least 1 accident or damage reported","Yes",17000
"Cadillac","DeVille Base","1994","47,000 mi.","–","–","A/T","White","Blue","None reported","Yes",5990
"Jeep","Wrangler Sport","2010","149,460 mi.","Gasoline","202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel","4-Speed A/T","Black","Black","None reported","Yes",10700
"Jeep","Wrangler Sport","2011","109,646 mi.","Gasoline","3.8L V6 12V MPFI OHV","4-Speed Automatic","Mango Tango Pearlcoat","Black","None reported","No",16998
"Acura","MDX 3.5L w/Technology Package","2019","90,605 mi.","Gasoline","3.5 Liter","Automatic","White","Parchment","None reported","No",27698
"Volkswagen","Jetta 1.4T S","2019","59,000 mi.","Gasoline","147.0HP 1.4L 4 Cylinder Engine Gasoline Fuel","A/T","Gray","Black","None reported","Yes",17000
"Chevrolet","Camaro Z28","2002","48,000 mi.","Gasoline","310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","A/T","White","Black","None reported","Yes",21999
"Chevrolet","Corvette Z06","2016","41,500 mi.","Gasoline","650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","7-Speed M/T","White","Black","None reported","Yes",66000
"Porsche","Cayman R","2012","54,000 mi.","Gasoline","330.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel","7-Speed A/T","Black","Gray","None reported","Yes",75000
"Porsche","Cayenne Base","2018","70,455 mi.","Gasoline","300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Black","None reported","Yes",45855
"Subaru","Crosstrek 2.0i Limited","2018","84,054 mi.","Gasoline","152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","CVT Transmission","Gray","Black","None reported","Yes",21499
"BMW","750 Li","2007","114,528 mi.","Gasoline","360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",9000
"Jeep","Wrangler Sahara","2013","111,850 mi.","Gasoline","285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","A/T","Red","Black","At least 1 accident or damage reported","Yes",26500
"GMC","Sierra 2500 AT4","2020","52,673 mi.","Diesel","445.0HP 6.6L 8 Cylinder Engine Diesel Fuel","6-Speed A/T","Black","Beige","None reported","Yes",69500
"BMW","X3 M AWD","2021","31,500 mi.","Gasoline","473.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Black","None reported","Yes",54500
"BMW","335 i","2011","73,000 mi.","Gasoline","300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Red","Beige","None reported","Yes",16000
"Jeep","Wrangler Unlimited Sahara","2019","59,692 mi.","Gasoline","285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Gray","Black","None reported","Yes",35900
"Toyota","Corolla S Plus","2016","68,364 mi.","Gasoline","132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Black","None reported","Yes",16000
"Land","Rover Discovery HSE LUXURY","2017","47,200 mi.","Gasoline","340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Beige","At least 1 accident or damage reported","Yes",29000
"Mercedes-Benz","E-Class E 450 4MATIC","2021","18,000 mi.","Hybrid","362.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid","9-Speed A/T","Gray","Black","At least 1 accident or damage reported","Yes",62000
"Ford","Fusion Hybrid Base","2012","158,366 mi.","Hybrid","191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid","A/T","Gray","Black","At least 1 accident or damage reported","Yes",8250
"BMW","X1 xDrive 28i","2017","49,700 mi.","Gasoline","228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","8-Speed A/T","Blue","Black","None reported","Yes",26000
"GMC","Terrain SLE","2010","81,500 mi.","Gasoline","182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel","A/T","Brown","Gray","None reported","Yes",12250
"BMW","i3 120Ah w/Range Extender","2019","16,975 mi.","Other","170.0HP 0.65L Electric Motor Electric Fuel System","A/T","Black","Black","None reported","Yes",26990
"Porsche","911 GT3","2018","5,989 mi.","Gasoline","4L H-6 gasoline direct injection, DOHC, VarioCam Plus variable v","Manual, 6-Spd","GT SILVER","BLACK","None reported","No",209000
"Ford","Mustang SVT Cobra","2003","16,100 mi.","Gasoline","390.0HP 4.6L 8 Cylinder Engine Gasoline Fuel","M/T","Red","Beige","None reported","Yes",35500
"Land","Rover Range Rover Supercharged LWB","2020","54,225 mi.","Gasoline","518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","A/T","White","White","None reported","Yes",67500
"RAM","2500 Big Horn","2016","89,500 mi.","Gasoline","410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel","A/T","Black","Gray","None reported","Yes",35000
"Ford","E250 Cargo","2013","87,501 mi.","E85 Flex Fuel","225.0HP 4.6L 8 Cylinder Engine Flex Fuel Capability","4-Speed A/T","White","Gray","At least 1 accident or damage reported","Yes",17777
"MINI","Countryman Cooper S ALL4","2018","12,370 mi.","Gasoline","189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","8-Speed A/T","Blue","Black","None reported","Yes",28900
"RAM","1500 Classic Tradesman","2019","12,466 mi.","Gasoline","395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Gray","Gray","None reported","Yes",28995
"Volvo","C70 T5","2011","199,000 mi.","Gasoline","227.0HP 2.5L 5 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Red","Beige","At least 1 accident or damage reported","Yes",5500
"Mercedes-Benz","SL-Class SL600 Roadster","2007","78,200 mi.","Gasoline","510.0HP 5.5L 12 Cylinder Engine Gasoline Fuel","5-Speed A/T","Black","Brown","At least 1 accident or damage reported","Yes",22999
"Toyota","Camry Hybrid XLE","2018","22,000 mi.","Hybrid","208.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid","A/T","White","Beige","None reported","Yes",29500
"GMC","Acadia SLE-2","2016","100,795 mi.","Gasoline","3.6L V6 24V GDI DOHC","6-Speed Automatic","White Frost Tri-Coat","Ebony","At least 1 accident or damage reported","Yes",12995
"Chevrolet","Impala 1LT","2019","99,941 mi.","Gasoline","3.6L V6 24V GDI DOHC","6-Speed Automatic","Silver Ice Metallic","Jet Black","None reported","Yes",17816
"Jeep","Grand Cherokee L Laredo","2021","23,588 mi.","Gasoline","3.6L V6 24V MPFI DOHC","8-Speed Automatic","Metallic","Global Black","None reported","No",38633
"Jeep","Liberty Sport","2003","103,000 mi.","Gasoline","210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel","A/T","Black","Gray","None reported","Yes",5200
"Jaguar","XF Luxury","2009","91,491 mi.","Gasoline","300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","Blue","Beige","None reported","Yes",7000
"Honda","Civic Sport","2020","23,131 mi.","Gasoline","2.0L I4 16V MPFI DOHC","Automatic CVT","Crystal Black Pearl","Black","At least 1 accident or damage reported","No",23739
"Subaru","Outback 2.5i Premium","2019","77,000 mi.","Gasoline","175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel","CVT Transmission","Gray","Gray","At least 1 accident or damage reported","Yes",18749
"Land","Rover Range Rover Sport HSE Dynamic","2019","20,500 mi.","Gasoline","380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","A/T","White","White","None reported","Yes",76000
"Tesla","Model Y Long Range","2022","500 mi.","Other","425.0HP Electric Motor Electric Fuel System","A/T","White","Black","None reported","Yes",45900
"Lexus","ES 350 Base","2019","49,810 mi.","Gasoline","302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Gray","Black","At least 1 accident or damage reported","Yes",33900
"Honda","CR-V Touring","2022","20,229 mi.","Gasoline","1.5L I4 16V GDI DOHC Turbo","Automatic CVT","Black","Black","None reported","No",36727
"Alfa","Romeo Giulia Quadrifoglio","2021","10,558 mi.","Gasoline","505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Black","None reported","Yes",75000
"BMW","330 i","2005","59,300 mi.","Gasoline","225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","M/T","Red","Black","None reported","Yes",30900
"Maybach","Type 57 Base","2004","34,254 mi.","Gasoline","543.0HP 5.5L 12 Cylinder Engine Gasoline Fuel","5-Speed A/T","Brown","–","None reported","Yes",64250
"Lexus","ES 250 Base","2021","24,364 mi.","Gasoline","2.5 Liter","Automatic","Eminent White Pearl","Chateau","None reported","No",37998
"Mercedes-Benz","Sprinter 2500","2016","139,200 mi.","Diesel","161.0HP 2.1L 4 Cylinder Engine Diesel Fuel","A/T","White","Black","At least 1 accident or damage reported","Yes",22000
"Mercedes-Benz","E-Class E 350","2012","82,046 mi.","Gasoline","302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","7-Speed A/T","Black","Beige","None reported","Yes",13999
"Dodge","Dakota Sport","1997","285,000 mi.","Gasoline","230.0HP 5.2L 8 Cylinder Engine Gasoline Fuel","4-Speed A/T","White","Gray","None reported","Yes",6399
"RAM","1500 Tradesman/Express","2017","26,269 mi.","E85 Flex Fuel","3.6L V6 24V MPFI DOHC Flexible Fuel","8-Speed Automatic","Bright White Clearcoat","Black","At least 1 accident or damage reported","No",25307
"Mazda","CX-9 Touring","2016","127,131 mi.","Gasoline","227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel","A/T","Brown","–","At least 1 accident or damage reported","Yes",16770
"Porsche","911 Turbo S","2019","31,000 mi.","Gasoline","580.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Black","None reported","Yes",179900
"BMW","X3 xDrive30i","2021","27,000 mi.","Gasoline","248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Brown","None reported","Yes",38400
"Jeep","Grand Cherokee Limited","2015","93,400 mi.","E85 Flex Fuel","290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability","A/T","White","Black","None reported","Yes",18900
"BMW","X7 xDrive40i","2021","9,200 mi.","Hybrid","335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid","8-Speed A/T","White","Brown","At least 1 accident or damage reported","Yes",71200
"Mercedes-Benz","SL-Class SL 550","2014","76,850 mi.","Gasoline","429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel","7-Speed A/T","Brown","Beige","At least 1 accident or damage reported","Yes",32999
"Bentley","Continental GT W12","2016","61,160 mi.","Gasoline","582.0HP 6.0L 12 Cylinder Engine Gasoline Fuel","A/T","Black","Black","At least 1 accident or damage reported","Yes",98000
"Jeep","Wrangler Unlimited","2005","146,000 mi.","Gasoline","190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel","A/T","Red","Black","At least 1 accident or damage reported","Yes",15900
"Tesla","Model S 100D","2017","38,957 mi.","Other","Electric Motor Electric Fuel System","1-Speed A/T","Silver","Beige","None reported","Yes",46750
"Volkswagen","Golf SportWagen TSI SE","2017","33,850 mi.","Gasoline","170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel","6-Speed A/T","Blue","Beige","None reported","Yes",16500
"Jeep","Wrangler Unlimited Sahara","2020","61,830 mi.","Gasoline","2.0L I4 16V GDI DOHC Turbo","8-Speed Automatic","Granite Crystal Clearcoat Metallic","Black","At least 1 accident or damage reported","No",39860
"Kia","Sorento SXL","2017","108,559 mi.","Gasoline","3.3L V6 24V GDI DOHC","6-Speed Automatic","Titanium Silver","Satin Black","None reported","No",15998
"Lexus","LS 430 Base","2006","192,000 mi.","Gasoline","278.0HP 4.3L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","Silver","Gray","At least 1 accident or damage reported","Yes",7390
"Mercedes-Benz","E-Class E 350 4MATIC","2014","83,112 mi.","Gasoline","302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","7-Speed A/T","Black","Black","None reported","Yes",15500
